#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_79244_diag.x_20260313113946_amedhi@isha-2.local
# Lattice: HONEYCOMB2 (Size = 50x50x1, Sites/unitcell = 2, Boundary = 1-1-0)
# No of sites = 5000
# Model: MKM
# lambda = 0.060000
# eta = 0.100000
# lambda_R = 0.000000
# t = 1.000000
# Results: BandStruct
#------------------------------------------------------------------------
# bands: {spin=UP, n=[0:3], cols=[5:8]}
#------------------------------------------------------------------------
# k     kx            ky            kz            ek_0_0        ek_1_0        ek_2_0        ek_3_0        
#------------------------------------------------------------------------
   214 -7.980717E-01 -1.298525E+00  0.000000E+00 -9.698619E-01 -9.698619E-01  9.698619E-01  9.698619E-01
   215 -7.255197E-01 -1.340413E+00  0.000000E+00 -9.585081E-01 -9.585081E-01  9.585081E-01  9.585081E-01
   216 -6.529678E-01 -1.382301E+00  0.000000E+00 -9.459881E-01 -9.459881E-01  9.459881E-01  9.459881E-01
   217 -5.804158E-01 -1.424189E+00  0.000000E+00 -9.324993E-01 -9.324993E-01  9.324993E-01  9.324993E-01
   218 -5.078638E-01 -1.466077E+00  0.000000E+00 -9.183000E-01 -9.183000E-01  9.183000E-01  9.183000E-01
   219 -4.353118E-01 -1.507964E+00  0.000000E+00 -9.037070E-01 -9.037070E-01  9.037070E-01  9.037070E-01
   220 -3.627599E-01 -1.549852E+00  0.000000E+00 -8.890881E-01 -8.890881E-01  8.890881E-01  8.890881E-01
   221 -2.902079E-01 -1.591740E+00  0.000000E+00 -8.748514E-01 -8.748514E-01  8.748514E-01  8.748514E-01
   222 -2.176559E-01 -1.633628E+00  0.000000E+00 -8.614308E-01 -8.614308E-01  8.614308E-01  8.614308E-01
   223 -1.451039E-01 -1.675516E+00  0.000000E+00 -8.492655E-01 -8.492655E-01  8.492655E-01  8.492655E-01
   224 -7.255197E-02 -1.717404E+00  0.000000E+00 -8.387779E-01 -8.387779E-01  8.387779E-01  8.387779E-01
   225  0.000000E+00 -1.759292E+00  0.000000E+00 -8.303477E-01 -8.303477E-01  8.303477E-01  8.303477E-01
   226  7.255197E-02 -1.801180E+00  0.000000E+00 -8.242863E-01 -8.242863E-01  8.242863E-01  8.242863E-01
   227  1.451039E-01 -1.843068E+00  0.000000E+00 -8.208141E-01 -8.208141E-01  8.208141E-01  8.208141E-01
   228  2.176559E-01 -1.884956E+00  0.000000E+00 -8.200431E-01 -8.200431E-01  8.200431E-01  8.200431E-01
   229  2.902079E-01 -1.926843E+00  0.000000E+00 -8.219690E-01 -8.219690E-01  8.219690E-01  8.219690E-01
   230  3.627599E-01 -1.968731E+00  0.000000E+00 -8.264716E-01 -8.264716E-01  8.264716E-01  8.264716E-01
   231  4.353118E-01 -2.010619E+00  0.000000E+00 -8.333265E-01 -8.333265E-01  8.333265E-01  8.333265E-01
   232  5.078638E-01 -2.052507E+00  0.000000E+00 -8.422241E-01 -8.422241E-01  8.422241E-01  8.422241E-01
   233  5.804158E-01 -2.094395E+00  0.000000E+00 -8.527936E-01 -8.527936E-01  8.527936E-01  8.527936E-01
   234  6.529678E-01  2.052507E+00  0.000000E+00 -8.646293E-01 -8.646293E-01  8.646293E-01  8.646293E-01
   235  7.255197E-01  2.010619E+00  0.000000E+00 -8.773160E-01 -8.773160E-01  8.773160E-01  8.773160E-01
   236  7.980717E-01  1.968731E+00  0.000000E+00 -8.904516E-01 -8.904516E-01  8.904516E-01  8.904516E-01
   237  8.706237E-01  1.926843E+00  0.000000E+00 -9.036650E-01 -9.036650E-01  9.036650E-01  9.036650E-01
   238  9.431757E-01  1.884956E+00  0.000000E+00 -9.166300E-01 -9.166300E-01  9.166300E-01  9.166300E-01
   239  1.015728E+00  1.843068E+00  0.000000E+00 -9.290740E-01 -9.290740E-01  9.290740E-01  9.290740E-01
   240  1.088280E+00  1.801180E+00  0.000000E+00 -9.407831E-01 -9.407831E-01  9.407831E-01  9.407831E-01
   241  1.160832E+00  1.759292E+00  0.000000E+00 -9.516031E-01 -9.516031E-01  9.516031E-01  9.516031E-01
   242  1.233384E+00  1.717404E+00  0.000000E+00 -9.614372E-01 -9.614372E-01  9.614372E-01  9.614372E-01
   243  1.305936E+00  1.675516E+00  0.000000E+00 -9.702417E-01 -9.702417E-01  9.702417E-01  9.702417E-01
   244  1.378488E+00  1.633628E+00  0.000000E+00 -9.780188E-01 -9.780188E-01  9.780188E-01  9.780188E-01
   245  1.451039E+00  1.591740E+00  0.000000E+00 -9.848082E-01 -9.848082E-01  9.848082E-01  9.848082E-01
   246 -2.104007E+00 -5.445427E-01  0.000000E+00 -9.906770E-01 -9.906770E-01  9.906770E-01  9.906770E-01
   247 -2.031455E+00 -5.864306E-01  0.000000E+00 -9.957096E-01 -9.957096E-01  9.957096E-01  9.957096E-01
   248 -1.958903E+00 -6.283185E-01  0.000000E+00 -9.999962E-01 -9.999962E-01  9.999962E-01  9.999962E-01
   249 -1.886351E+00 -6.702064E-01  0.000000E+00 -1.003623E+00 -1.003623E+00  1.003623E+00  1.003623E+00
   250 -1.813799E+00 -6.283185E-01  0.000000E+00 -1.009901E+00 -1.009901E+00  1.009901E+00  1.009901E+00
   251 -1.741247E+00 -6.702064E-01  0.000000E+00 -1.013140E+00 -1.013140E+00  1.013140E+00  1.013140E+00
   252 -1.668695E+00 -7.120943E-01  0.000000E+00 -1.015865E+00 -1.015865E+00  1.015865E+00  1.015865E+00
   253 -1.596143E+00 -7.539822E-01  0.000000E+00 -1.018075E+00 -1.018075E+00  1.018075E+00  1.018075E+00
   254 -1.523591E+00 -7.958701E-01  0.000000E+00 -1.019737E+00 -1.019737E+00  1.019737E+00  1.019737E+00
   255 -1.451039E+00 -8.377580E-01  0.000000E+00 -1.020792E+00 -1.020792E+00  1.020792E+00  1.020792E+00
   256 -1.378488E+00 -8.796459E-01  0.000000E+00 -1.021152E+00 -1.021152E+00  1.021152E+00  1.021152E+00
   257 -1.305936E+00 -9.215338E-01  0.000000E+00 -1.020708E+00 -1.020708E+00  1.020708E+00  1.020708E+00
   258 -1.233384E+00 -9.634217E-01  0.000000E+00 -1.019340E+00 -1.019340E+00  1.019340E+00  1.019340E+00
   259 -1.160832E+00 -1.005310E+00  0.000000E+00 -1.016922E+00 -1.016922E+00  1.016922E+00  1.016922E+00
   260 -1.088280E+00 -1.047198E+00  0.000000E+00 -1.013333E+00 -1.013333E+00  1.013333E+00  1.013333E+00
   261 -1.015728E+00 -1.089085E+00  0.000000E+00 -1.008469E+00 -1.008469E+00  1.008469E+00  1.008469E+00
   262 -9.431757E-01 -1.130973E+00  0.000000E+00 -1.002248E+00 -1.002248E+00  1.002248E+00  1.002248E+00
   263 -8.706237E-01 -1.172861E+00  0.000000E+00 -9.946268E-01 -9.946268E-01  9.946268E-01  9.946268E-01
   264 -7.980717E-01 -1.214749E+00  0.000000E+00 -9.856018E-01 -9.856018E-01  9.856018E-01  9.856018E-01
   265 -7.255197E-01 -1.256637E+00  0.000000E+00 -9.752209E-01 -9.752209E-01  9.752209E-01  9.752209E-01
   266 -6.529678E-01 -1.298525E+00  0.000000E+00 -9.635867E-01 -9.635867E-01  9.635867E-01  9.635867E-01
   267 -5.804158E-01 -1.340413E+00  0.000000E+00 -9.508607E-01 -9.508607E-01  9.508607E-01  9.508607E-01
   268 -5.078638E-01 -1.382301E+00  0.000000E+00 -9.372637E-01 -9.372637E-01  9.372637E-01  9.372637E-01
   269 -4.353118E-01 -1.424189E+00  0.000000E+00 -9.230744E-01 -9.230744E-01  9.230744E-01  9.230744E-01
   270 -3.627599E-01 -1.466077E+00  0.000000E+00 -9.086245E-01 -9.086245E-01  9.086245E-01  9.086245E-01
   271 -2.902079E-01 -1.507964E+00  0.000000E+00 -8.942903E-01 -8.942903E-01  8.942903E-01  8.942903E-01
   272 -2.176559E-01 -1.549852E+00  0.000000E+00 -8.804804E-01 -8.804804E-01  8.804804E-01  8.804804E-01
   273 -1.451039E-01 -1.591740E+00  0.000000E+00 -8.676195E-01 -8.676195E-01  8.676195E-01  8.676195E-01
   274 -7.255197E-02 -1.633628E+00  0.000000E+00 -8.561282E-01 -8.561282E-01  8.561282E-01  8.561282E-01
   275  0.000000E+00 -1.675516E+00  0.000000E+00 -8.464001E-01 -8.464001E-01  8.464001E-01  8.464001E-01
   276  7.255197E-02 -1.717404E+00  0.000000E+00 -8.387779E-01 -8.387779E-01  8.387779E-01  8.387779E-01
   277  1.451039E-01 -1.759292E+00  0.000000E+00 -8.335296E-01 -8.335296E-01  8.335296E-01  8.335296E-01
   278  2.176559E-01 -1.801180E+00  0.000000E+00 -8.308296E-01 -8.308296E-01  8.308296E-01  8.308296E-01
   279  2.902079E-01 -1.843068E+00  0.000000E+00 -8.307453E-01 -8.307453E-01  8.307453E-01  8.307453E-01
   280  3.627599E-01 -1.884956E+00  0.000000E+00 -8.332330E-01 -8.332330E-01  8.332330E-01  8.332330E-01
   281  4.353118E-01 -1.926843E+00  0.000000E+00 -8.381426E-01 -8.381426E-01  8.381426E-01  8.381426E-01
   282  5.078638E-01 -1.968731E+00  0.000000E+00 -8.452308E-01 -8.452308E-01  8.452308E-01  8.452308E-01
   283  5.804158E-01 -2.010619E+00  0.000000E+00 -8.541816E-01 -8.541816E-01  8.541816E-01  8.541816E-01
   284  6.529678E-01 -2.052507E+00  0.000000E+00 -8.646293E-01 -8.646293E-01  8.646293E-01  8.646293E-01
   285  7.255197E-01 -2.094395E+00  0.000000E+00 -8.761839E-01 -8.761839E-01  8.761839E-01  8.761839E-01
   286  7.980717E-01  2.052507E+00  0.000000E+00 -8.884538E-01 -8.884538E-01  8.884538E-01  8.884538E-01
   287  8.706237E-01  2.010619E+00  0.000000E+00 -9.010662E-01 -9.010662E-01  9.010662E-01  9.010662E-01
   288  9.431757E-01  1.968731E+00  0.000000E+00 -9.136825E-01 -9.136825E-01  9.136825E-01  9.136825E-01
   289  1.015728E+00  1.926843E+00  0.000000E+00 -9.260102E-01 -9.260102E-01  9.260102E-01  9.260102E-01
   290  1.088280E+00  1.884956E+00  0.000000E+00 -9.378097E-01 -9.378097E-01  9.378097E-01  9.378097E-01
   291  1.160832E+00  1.843068E+00  0.000000E+00 -9.488976E-01 -9.488976E-01  9.488976E-01  9.488976E-01
   292  1.233384E+00  1.801180E+00  0.000000E+00 -9.591467E-01 -9.591467E-01  9.591467E-01  9.591467E-01
   293  1.305936E+00  1.759292E+00  0.000000E+00 -9.684828E-01 -9.684828E-01  9.684828E-01  9.684828E-01
   294  1.378488E+00  1.717404E+00  0.000000E+00 -9.768793E-01 -9.768793E-01  9.768793E-01  9.768793E-01
   295 -2.176559E+00 -4.188790E-01  0.000000E+00 -9.843497E-01 -9.843497E-01  9.843497E-01  9.843497E-01
   296 -2.104007E+00 -4.607669E-01  0.000000E+00 -9.909386E-01 -9.909386E-01  9.909386E-01  9.909386E-01
   297 -2.031455E+00 -5.026548E-01  0.000000E+00 -9.967120E-01 -9.967120E-01  9.967120E-01  9.967120E-01
   298 -1.958903E+00 -5.445427E-01  0.000000E+00 -1.001747E+00 -1.001747E+00  1.001747E+00  1.001747E+00
   299 -1.886351E+00 -5.864306E-01  0.000000E+00 -1.006120E+00 -1.006120E+00  1.006120E+00  1.006120E+00
   300 -1.813799E+00 -5.445427E-01  0.000000E+00 -1.013406E+00 -1.013406E+00  1.013406E+00  1.013406E+00
   301 -1.741247E+00 -5.864306E-01  0.000000E+00 -1.017405E+00 -1.017405E+00  1.017405E+00  1.017405E+00
   302 -1.668695E+00 -6.283185E-01  0.000000E+00 -1.020892E+00 -1.020892E+00  1.020892E+00  1.020892E+00
   303 -1.596143E+00 -6.702064E-01  0.000000E+00 -1.023872E+00 -1.023872E+00  1.023872E+00  1.023872E+00
   304 -1.523591E+00 -7.120943E-01  0.000000E+00 -1.026320E+00 -1.026320E+00  1.026320E+00  1.026320E+00
   305 -1.451039E+00 -7.539822E-01  0.000000E+00 -1.028182E+00 -1.028182E+00  1.028182E+00  1.028182E+00
   306 -1.378488E+00 -7.958701E-01  0.000000E+00 -1.029382E+00 -1.029382E+00  1.029382E+00  1.029382E+00
   307 -1.305936E+00 -8.377580E-01  0.000000E+00 -1.029817E+00 -1.029817E+00  1.029817E+00  1.029817E+00
   308 -1.233384E+00 -8.796459E-01  0.000000E+00 -1.029373E+00 -1.029373E+00  1.029373E+00  1.029373E+00
   309 -1.160832E+00 -9.215338E-01  0.000000E+00 -1.027926E+00 -1.027926E+00  1.027926E+00  1.027926E+00
   310 -1.088280E+00 -9.634217E-01  0.000000E+00 -1.025353E+00 -1.025353E+00  1.025353E+00  1.025353E+00
   311 -1.015728E+00 -1.005310E+00  0.000000E+00 -1.021545E+00 -1.021545E+00  1.021545E+00  1.021545E+00
   312 -9.431757E-01 -1.047198E+00  0.000000E+00 -1.016409E+00 -1.016409E+00  1.016409E+00  1.016409E+00
   313 -8.706237E-01 -1.089085E+00  0.000000E+00 -1.009885E+00 -1.009885E+00  1.009885E+00  1.009885E+00
   314 -7.980717E-01 -1.130973E+00  0.000000E+00 -1.001949E+00 -1.001949E+00  1.001949E+00  1.001949E+00
   315 -7.255197E-01 -1.172861E+00  0.000000E+00 -9.926226E-01 -9.926226E-01  9.926226E-01  9.926226E-01
   316 -6.529678E-01 -1.214749E+00  0.000000E+00 -9.819789E-01 -9.819789E-01  9.819789E-01  9.819789E-01
   317 -5.804158E-01 -1.256637E+00  0.000000E+00 -9.701450E-01 -9.701450E-01  9.701450E-01  9.701450E-01
   318 -5.078638E-01 -1.298525E+00  0.000000E+00 -9.573053E-01 -9.573053E-01  9.573053E-01  9.573053E-01
   319 -4.353118E-01 -1.340413E+00  0.000000E+00 -9.437006E-01 -9.437006E-01  9.437006E-01  9.437006E-01
   320 -3.627599E-01 -1.382301E+00  0.000000E+00 -9.296248E-01 -9.296248E-01  9.296248E-01  9.296248E-01
   321 -2.902079E-01 -1.424189E+00  0.000000E+00 -9.154188E-01 -9.154188E-01  9.154188E-01  9.154188E-01
   322 -2.176559E-01 -1.466077E+00  0.000000E+00 -9.014608E-01 -9.014608E-01  9.014608E-01  9.014608E-01
   323 -1.451039E-01 -1.507964E+00  0.000000E+00 -8.881527E-01 -8.881527E-01  8.881527E-01  8.881527E-01
   324 -7.255197E-02 -1.549852E+00  0.000000E+00 -8.759034E-01 -8.759034E-01  8.759034E-01  8.759034E-01
   325  0.000000E+00 -1.591740E+00  0.000000E+00 -8.651084E-01 -8.651084E-01  8.651084E-01  8.651084E-01
   326  7.255197E-02 -1.633628E+00  0.000000E+00 -8.561282E-01 -8.561282E-01  8.561282E-01  8.561282E-01
   327  1.451039E-01 -1.675516E+00  0.000000E+00 -8.492655E-01 -8.492655E-01  8.492655E-01  8.492655E-01
   328  2.176559E-01 -1.717404E+00  0.000000E+00 -8.447452E-01 -8.447452E-01  8.447452E-01  8.447452E-01
   329  2.902079E-01 -1.759292E+00  0.000000E+00 -8.426985E-01 -8.426985E-01  8.426985E-01  8.426985E-01
   330  3.627599E-01 -1.801180E+00  0.000000E+00 -8.431539E-01 -8.431539E-01  8.431539E-01  8.431539E-01
   331  4.353118E-01 -1.843068E+00  0.000000E+00 -8.460362E-01 -8.460362E-01  8.460362E-01  8.460362E-01
   332  5.078638E-01 -1.884956E+00  0.000000E+00 -8.511744E-01 -8.511744E-01  8.511744E-01  8.511744E-01
   333  5.804158E-01 -1.926843E+00  0.000000E+00 -8.583160E-01 -8.583160E-01  8.583160E-01  8.583160E-01
   334  6.529678E-01 -1.968731E+00  0.000000E+00 -8.671473E-01 -8.671473E-01  8.671473E-01  8.671473E-01
   335  7.255197E-01 -2.010619E+00  0.000000E+00 -8.773160E-01 -8.773160E-01  8.773160E-01  8.773160E-01
   336  7.980717E-01 -2.052507E+00  0.000000E+00 -8.884538E-01 -8.884538E-01  8.884538E-01  8.884538E-01
   337  8.706237E-01 -2.094395E+00  0.000000E+00 -9.001974E-01 -9.001974E-01  9.001974E-01  9.001974E-01
   338  9.431757E-01  2.052507E+00  0.000000E+00 -9.122059E-01 -9.122059E-01  9.122059E-01  9.122059E-01
   339  1.015728E+00  2.010619E+00  0.000000E+00 -9.241746E-01 -9.241746E-01  9.241746E-01  9.241746E-01
   340  1.088280E+00  1.968731E+00  0.000000E+00 -9.358443E-01 -9.358443E-01  9.358443E-01  9.358443E-01
   341  1.160832E+00  1.926843E+00  0.000000E+00 -9.470068E-01 -9.470068E-01  9.470068E-01  9.470068E-01
   342  1.233384E+00  1.884956E+00  0.000000E+00 -9.575066E-01 -9.575066E-01  9.575066E-01  9.575066E-01
   343  1.305936E+00  1.843068E+00  0.000000E+00 -9.672402E-01 -9.672402E-01  9.672402E-01  9.672402E-01
   344 -2.249111E+00 -2.932153E-01  0.000000E+00 -9.761516E-01 -9.761516E-01  9.761516E-01  9.761516E-01
   345 -2.176559E+00 -3.351032E-01  0.000000E+00 -9.842265E-01 -9.842265E-01  9.842265E-01  9.842265E-01
   346 -2.104007E+00 -3.769911E-01  0.000000E+00 -9.914846E-01 -9.914846E-01  9.914846E-01  9.914846E-01
   347 -2.031455E+00 -4.188790E-01  0.000000E+00 -9.979702E-01 -9.979702E-01  9.979702E-01  9.979702E-01
   348 -1.958903E+00 -4.607669E-01  0.000000E+00 -1.003743E+00 -1.003743E+00  1.003743E+00  1.003743E+00
   349 -1.886351E+00 -5.026548E-01  0.000000E+00 -1.008868E+00 -1.008868E+00  1.008868E+00  1.008868E+00
   350 -1.813799E+00 -4.607669E-01  0.000000E+00 -1.016955E+00 -1.016955E+00  1.016955E+00  1.016955E+00
   351 -1.741247E+00 -5.026548E-01  0.000000E+00 -1.021728E+00 -1.021728E+00  1.021728E+00  1.021728E+00
   352 -1.668695E+00 -5.445427E-01  0.000000E+00 -1.026000E+00 -1.026000E+00  1.026000E+00  1.026000E+00
   353 -1.596143E+00 -5.864306E-01  0.000000E+00 -1.029776E+00 -1.029776E+00  1.029776E+00  1.029776E+00
   354 -1.523591E+00 -6.283185E-01  0.000000E+00 -1.033033E+00 -1.033033E+00  1.033033E+00  1.033033E+00
   355 -1.451039E+00 -6.702064E-01  0.000000E+00 -1.035728E+00 -1.035728E+00  1.035728E+00  1.035728E+00
   356 -1.378488E+00 -7.120943E-01  0.000000E+00 -1.037787E+00 -1.037787E+00  1.037787E+00  1.037787E+00
   357 -1.305936E+00 -7.539822E-01  0.000000E+00 -1.039118E+00 -1.039118E+00  1.039118E+00  1.039118E+00
   358 -1.233384E+00 -7.958701E-01  0.000000E+00 -1.039612E+00 -1.039612E+00  1.039612E+00  1.039612E+00
   359 -1.160832E+00 -8.377580E-01  0.000000E+00 -1.039148E+00 -1.039148E+00  1.039148E+00  1.039148E+00
   360 -1.088280E+00 -8.796459E-01  0.000000E+00 -1.037605E+00 -1.037605E+00  1.037605E+00  1.037605E+00
   361 -1.015728E+00 -9.215338E-01  0.000000E+00 -1.034870E+00 -1.034870E+00  1.034870E+00  1.034870E+00
   362 -9.431757E-01 -9.634217E-01  0.000000E+00 -1.030842E+00 -1.030842E+00  1.030842E+00  1.030842E+00
   363 -8.706237E-01 -1.005310E+00  0.000000E+00 -1.025448E+00 -1.025448E+00  1.025448E+00  1.025448E+00
   364 -7.980717E-01 -1.047198E+00  0.000000E+00 -1.018647E+00 -1.018647E+00  1.018647E+00  1.018647E+00
   365 -7.255197E-01 -1.089085E+00  0.000000E+00 -1.010439E+00 -1.010439E+00  1.010439E+00  1.010439E+00
   366 -6.529678E-01 -1.130973E+00  0.000000E+00 -1.000868E+00 -1.000868E+00  1.000868E+00  1.000868E+00
   367 -5.804158E-01 -1.172861E+00  0.000000E+00 -9.900305E-01 -9.900305E-01  9.900305E-01  9.900305E-01
   368 -5.078638E-01 -1.214749E+00  0.000000E+00 -9.780769E-01 -9.780769E-01  9.780769E-01  9.780769E-01
   369 -4.353118E-01 -1.256637E+00  0.000000E+00 -9.652105E-01 -9.652105E-01  9.652105E-01  9.652105E-01
   370 -3.627599E-01 -1.298525E+00  0.000000E+00 -9.516876E-01 -9.516876E-01  9.516876E-01  9.516876E-01
   371 -2.902079E-01 -1.340413E+00  0.000000E+00 -9.378119E-01 -9.378119E-01  9.378119E-01  9.378119E-01
   372 -2.176559E-01 -1.382301E+00  0.000000E+00 -9.239276E-01 -9.239276E-01  9.239276E-01  9.239276E-01
   373 -1.451039E-01 -1.424189E+00  0.000000E+00 -9.104084E-01 -9.104084E-01  9.104084E-01  9.104084E-01
   374 -7.255197E-02 -1.466077E+00  0.000000E+00 -8.976432E-01 -8.976432E-01  8.976432E-01  8.976432E-01
   375  0.000000E+00 -1.507964E+00  0.000000E+00 -8.860194E-01 -8.860194E-01  8.860194E-01  8.860194E-01
   376  7.255197E-02 -1.549852E+00  0.000000E+00 -8.759034E-01 -8.759034E-01  8.759034E-01  8.759034E-01
   377  1.451039E-01 -1.591740E+00  0.000000E+00 -8.676195E-01 -8.676195E-01  8.676195E-01  8.676195E-01
   378  2.176559E-01 -1.633628E+00  0.000000E+00 -8.614308E-01 -8.614308E-01  8.614308E-01  8.614308E-01
   379  2.902079E-01 -1.675516E+00  0.000000E+00 -8.575212E-01 -8.575212E-01  8.575212E-01  8.575212E-01
   380  3.627599E-01 -1.717404E+00  0.000000E+00 -8.559840E-01 -8.559840E-01  8.559840E-01  8.559840E-01
   381  4.353118E-01 -1.759292E+00  0.000000E+00 -8.568158E-01 -8.568158E-01  8.568158E-01  8.568158E-01
   382  5.078638E-01 -1.801180E+00  0.000000E+00 -8.599188E-01 -8.599188E-01  8.599188E-01  8.599188E-01
   383  5.804158E-01 -1.843068E+00  0.000000E+00 -8.651098E-01 -8.651098E-01  8.651098E-01  8.651098E-01
   384  6.529678E-01 -1.884956E+00  0.000000E+00 -8.721361E-01 -8.721361E-01  8.721361E-01  8.721361E-01
   385  7.255197E-01 -1.926843E+00  0.000000E+00 -8.806943E-01 -8.806943E-01  8.806943E-01  8.806943E-01
   386  7.980717E-01 -1.968731E+00  0.000000E+00 -8.904516E-01 -8.904516E-01  8.904516E-01  8.904516E-01
   387  8.706237E-01 -2.010619E+00  0.000000E+00 -9.010662E-01 -9.010662E-01  9.010662E-01  9.010662E-01
   388  9.431757E-01 -2.052507E+00  0.000000E+00 -9.122059E-01 -9.122059E-01  9.122059E-01  9.122059E-01
   389  1.015728E+00 -2.094395E+00  0.000000E+00 -9.235633E-01 -9.235633E-01  9.235633E-01  9.235633E-01
   390  1.088280E+00  2.052507E+00  0.000000E+00 -9.348672E-01 -9.348672E-01  9.348672E-01  9.348672E-01
   391  1.160832E+00  2.010619E+00  0.000000E+00 -9.458902E-01 -9.458902E-01  9.458902E-01  9.458902E-01
   392  1.233384E+00  1.968731E+00  0.000000E+00 -9.564530E-01 -9.564530E-01  9.564530E-01  9.564530E-01
   393 -2.321663E+00 -1.675516E-01  0.000000E+00 -9.664248E-01 -9.664248E-01  9.664248E-01  9.664248E-01
   394 -2.249111E+00 -2.094395E-01  0.000000E+00 -9.757211E-01 -9.757211E-01  9.757211E-01  9.757211E-01
   395 -2.176559E+00 -2.513274E-01  0.000000E+00 -9.842996E-01 -9.842996E-01  9.842996E-01  9.842996E-01
   396 -2.104007E+00 -2.932153E-01  0.000000E+00 -9.921532E-01 -9.921532E-01  9.921532E-01  9.921532E-01
   397 -2.031455E+00 -3.351032E-01  0.000000E+00 -9.993024E-01 -9.993024E-01  9.993024E-01  9.993024E-01
   398 -1.958903E+00 -3.769911E-01  0.000000E+00 -1.005787E+00 -1.005787E+00  1.005787E+00  1.005787E+00
   399 -1.886351E+00 -4.188790E-01  0.000000E+00 -1.011654E+00 -1.011654E+00  1.011654E+00  1.011654E+00
   400 -1.813799E+00 -3.769911E-01  0.000000E+00 -1.020325E+00 -1.020325E+00  1.020325E+00  1.020325E+00
   401 -1.741247E+00 -4.188790E-01  0.000000E+00 -1.025878E+00 -1.025878E+00  1.025878E+00  1.025878E+00
   402 -1.668695E+00 -4.607669E-01  0.000000E+00 -1.030949E+00 -1.030949E+00  1.030949E+00  1.030949E+00
   403 -1.596143E+00 -5.026548E-01  0.000000E+00 -1.035541E+00 -1.035541E+00  1.035541E+00  1.035541E+00
   404 -1.523591E+00 -5.445427E-01  0.000000E+00 -1.039632E+00 -1.039632E+00  1.039632E+00  1.039632E+00
   405 -1.451039E+00 -5.864306E-01  0.000000E+00 -1.043182E+00 -1.043182E+00  1.043182E+00  1.043182E+00
   406 -1.378488E+00 -6.283185E-01  0.000000E+00 -1.046124E+00 -1.046124E+00  1.046124E+00  1.046124E+00
   407 -1.305936E+00 -6.702064E-01  0.000000E+00 -1.048370E+00 -1.048370E+00  1.048370E+00  1.048370E+00
   408 -1.233384E+00 -7.120943E-01  0.000000E+00 -1.049818E+00 -1.049818E+00  1.049818E+00  1.049818E+00
   409 -1.160832E+00 -7.539822E-01  0.000000E+00 -1.050352E+00 -1.050352E+00  1.050352E+00  1.050352E+00
   410 -1.088280E+00 -7.958701E-01  0.000000E+00 -1.049852E+00 -1.049852E+00  1.049852E+00  1.049852E+00
   411 -1.015728E+00 -8.377580E-01  0.000000E+00 -1.048203E+00 -1.048203E+00  1.048203E+00  1.048203E+00
   412 -9.431757E-01 -8.796459E-01  0.000000E+00 -1.045301E+00 -1.045301E+00  1.045301E+00  1.045301E+00
   413 -8.706237E-01 -9.215338E-01  0.000000E+00 -1.041062E+00 -1.041062E+00  1.041062E+00  1.041062E+00
   414 -7.980717E-01 -9.634217E-01  0.000000E+00 -1.035431E+00 -1.035431E+00  1.035431E+00  1.035431E+00
   415 -7.255197E-01 -1.005310E+00  0.000000E+00 -1.028388E+00 -1.028388E+00  1.028388E+00  1.028388E+00
   416 -6.529678E-01 -1.047198E+00  0.000000E+00 -1.019953E+00 -1.019953E+00  1.019953E+00  1.019953E+00
   417 -5.804158E-01 -1.089085E+00  0.000000E+00 -1.010196E+00 -1.010196E+00  1.010196E+00  1.010196E+00
   418 -5.078638E-01 -1.130973E+00  0.000000E+00 -9.992337E-01 -9.992337E-01  9.992337E-01  9.992337E-01
   419 -4.353118E-01 -1.172861E+00  0.000000E+00 -9.872346E-01 -9.872346E-01  9.872346E-01  9.872346E-01
   420 -3.627599E-01 -1.214749E+00  0.000000E+00 -9.744179E-01 -9.744179E-01  9.744179E-01  9.744179E-01
   421 -2.902079E-01 -1.256637E+00  0.000000E+00 -9.610501E-01 -9.610501E-01  9.610501E-01  9.610501E-01
   422 -2.176559E-01 -1.298525E+00  0.000000E+00 -9.474397E-01 -9.474397E-01  9.474397E-01  9.474397E-01
   423 -1.451039E-01 -1.340413E+00  0.000000E+00 -9.339282E-01 -9.339282E-01  9.339282E-01  9.339282E-01
   424 -7.255197E-02 -1.382301E+00  0.000000E+00 -9.208791E-01 -9.208791E-01  9.208791E-01  9.208791E-01
   425  0.000000E+00 -1.424189E+00  0.000000E+00 -9.086635E-01 -9.086635E-01  9.086635E-01  9.086635E-01
   426  7.255197E-02 -1.466077E+00  0.000000E+00 -8.976432E-01 -8.976432E-01  8.976432E-01  8.976432E-01
   427  1.451039E-01 -1.507964E+00  0.000000E+00 -8.881527E-01 -8.881527E-01  8.881527E-01  8.881527E-01
   428  2.176559E-01 -1.549852E+00  0.000000E+00 -8.804804E-01 -8.804804E-01  8.804804E-01  8.804804E-01
